"Year","Species","Elevation","day246","day247","day248","day249","day250","day251","day252","day253","day254","day255","day256","day257","day258","day259","day260","day261","day262","day263","day264","day265","day266","day267","day268","day269","day270","day271","day272","day273","day274","day275","day276","day277","day278","day279","day280","day281","day282","day283","day284","day285","day286","day287","day288","day289","day290","day291","day292","day293","day294","day295","day296","day297","day298","day299","day300","day301","day302","day303","day304","day305","day306","day307","day308","day309","day310"
"2001","RMP","1400","3.00","6.00","9.00","12.00","15.00","18.00","21.00","24.00","27.00","30.00","33.40","36.80","40.20","43.60","47.00","50.40","53.80","55.80","57.90","59.90","61.90","64.00","66.00","68.00","70.10","72.20","74.30","76.40","78.60","80.70","82.80","81.80","80.80","79.80","78.80","77.80","76.80","68.60","60.50","52.30","44.10","36.00","27.80","23.20","18.50","13.90","9.30","4.70","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.0","0.0","0.0","0.0"
"2002","RMP","1400","1.40","2.80","4.20","5.60","7.10","8.50","9.90","11.30","11.90","12.40","13.00","13.50","14.10","14.60","15.20","15.70","16.30","16.80","17.40","17.90","18.50","19.00","22.40","25.80","29.20","32.60","36.00","39.40","42.80","45.60","48.40","51.20","54.00","56.80","59.50","62.30","64.40","66.50","68.60","70.70","72.90","75.00","77.10","79.20","81.30","77.40","73.60","69.70","65.90","62.00","56.50","51.10","45.60","40.20","34.70","29.20","23.80","20.80","17.80","14.80","11.80","8.8","5.8","2.8","0.0"
"2003","RMP","1400","3.30","6.70","10.00","13.00","16.00","18.90","21.90","24.90","27.90","30.90","33.80","36.80","39.80","42.80","45.80","48.80","50.20","51.60","53.00","54.40","55.80","57.20","58.60","60.00","60.70","61.40","62.10","62.80","63.60","64.30","65.00","64.90","64.70","64.60","64.40","64.30","59.90","55.40","51.00","46.50","42.10","37.70","33.20","28.80","24.30","22.90","21.40","20.00","18.60","17.20","15.70","14.30","12.90","11.50","10.20","8.80","7.40","6.00","4.60","3.30","1.90","0.0","0.0","0.0","0.0"
"2004","RMP","1400","2.80","5.50","8.30","11.00","13.80","16.50","18.50","20.60","22.60","24.70","26.70","28.70","30.80","32.80","34.90","36.90","38.90","41.00","43.00","45.00","46.50","48.10","49.60","51.10","52.70","54.20","55.70","57.20","58.80","61.50","64.30","67.00","69.80","72.50","72.60","72.70","72.80","72.90","73.10","73.20","73.30","63.60","53.90","44.20","34.50","24.90","15.20","5.50","4.80","4.00","3.30","2.50","1.80","1.10","0.30","0.00","0.00","0.00","0.00","0.00","0.00","0.0","0.0","0.0","0.0"
"2005","RMP","1400","0.60","1.30","1.90","2.50","3.20","3.80","4.40","5.00","5.70","6.30","6.90","7.60","8.20","8.80","10.40","12.00","13.60","15.20","16.80","18.40","20.00","22.50","25.00","27.50","30.00","32.50","35.00","37.50","42.30","47.10","51.90","56.70","61.50","66.30","65.20","64.00","62.90","61.70","60.60","59.50","58.30","58.70","59.20","59.60","60.00","60.50","60.90","61.30","53.70","46.00","38.40","30.70","23.10","15.50","7.80","6.80","5.80","4.80","3.80","2.80","1.80","0.0","0.0","0.0","0.0"
"2006","RMP","1400","3.30","6.50","9.80","13.00","16.30","19.40","22.60","25.70","28.80","32.00","35.10","38.20","41.30","43.10","44.90","46.70","48.50","50.30","52.00","53.80","55.70","57.50","59.40","61.30","63.20","65.00","66.90","68.80","70.60","72.50","72.60","72.80","72.90","73.00","65.80","58.60","51.30","44.10","36.90","29.70","22.50","15.20","8.00","0.80","0.60","0.40","0.20","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.0","0.0","0.0","0.0"
"2007","RMP","1400","1.90","3.80","5.60","7.50","9.40","11.30","13.20","15.00","16.90","18.80","20.70","22.50","28.60","34.60","40.70","46.70","52.80","58.80","60.80","62.80","64.80","66.80","68.80","69.30","69.90","70.40","70.90","71.50","72.00","73.20","74.50","75.70","76.90","78.20","79.40","80.60","81.80","81.40","81.00","80.50","80.10","79.70","79.30","72.80","66.30","59.80","53.30","46.80","40.30","33.80","25.40","16.90","8.50","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.0","0.0","0.0","0.0"
"2008","RMP","1400","2.30","4.50","6.80","9.00","9.70","10.50","11.20","11.90","12.70","13.40","14.10","14.80","15.60","16.30","18.30","20.20","22.20","24.10","26.10","28.10","30.00","32.60","35.10","37.70","40.20","42.80","45.40","47.90","50.50","51.20","51.90","52.70","53.40","54.10","54.80","55.30","55.80","56.30","56.80","57.30","57.80","58.30","58.80","50.70","42.50","34.40","26.30","18.20","10.00","8.80","7.50","6.30","5.00","3.80","2.50","1.30","0.00","0.00","0.00","0.00","0.00","0.0","0.0","0.0","0.0"
"2009","RMP","1400","2.80","5.50","7.80","10.00","12.30","14.50","16.80","19.00","21.30","23.50","25.80","28.00","30.30","32.50","34.80","37.20","39.50","41.80","44.20","46.50","48.80","51.30","53.90","56.40","58.90","61.50","64.00","66.50","68.10","69.80","71.40","73.00","74.70","76.30","77.90","79.50","77.40","75.30","73.30","71.20","69.10","67.00","61.80","56.50","51.30","46.00","40.80","35.60","30.30","26.50","22.70","18.90","15.10","11.40","7.60","3.80","0.00","0.00","0.00","0.00","0.00","0.0","0.0","0.0","0.0"
"2010","RMP","1400","13.80","14.70","15.60","16.50","17.40","18.30","19.10","20.00","21.70","23.30","25.00","26.70","28.40","30.00","32.70","35.40","38.20","40.90","43.60","46.30","48.70","51.00","53.40","55.70","58.10","60.50","62.80","63.00","63.20","63.40","63.60","63.90","64.10","64.30","64.50","64.20","63.80","63.50","63.10","62.80","55.30","47.80","40.30","32.80","25.30","17.80","15.60","13.30","11.10","8.90","6.70","4.40","2.20","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.0","0.0","0.0","0.0"
"2011","RMP","1400","5.40","5.70","5.90","6.10","6.30","6.50","6.80","7.00","7.20","7.40","7.60","7.80","10.00","12.10","14.30","16.40","18.60","20.70","22.90","25.00","27.70","30.40","33.20","35.90","38.60","41.30","41.50","41.70","41.90","42.10","42.30","47.50","52.60","57.80","62.90","68.10","73.20","78.40","83.50","73.80","64.00","54.30","44.50","34.80","25.00","20.10","15.20","10.40","5.50","4.40","3.30","2.20","1.10","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.0","0.0","0.0","0.0"
"2012","RMP","1400","1.30","2.60","3.90","5.20","6.50","7.00","7.50","8.00","8.50","9.00","9.50","10.00","13.60","17.30","20.90","24.50","28.20","31.80","35.40","39.00","40.60","42.10","43.70","45.30","46.90","48.40","50.00","51.20","52.30","53.50","54.60","55.80","54.90","54.00","53.00","52.10","51.20","50.30","47.30","44.30","41.30","37.60","33.90","30.20","25.90","21.70","17.40","13.10","8.90","4.60","0.30","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.0","0.0","0.0","0.0"
"2013","RMP","1400","9.00","10.10","11.20","12.30","13.40","14.50","15.60","16.70","17.80","21.00","24.10","27.30","30.40","33.60","36.70","39.90","43.00","46.20","49.30","52.50","55.60","58.80","60.90","62.90","65.00","67.00","69.10","71.20","73.20","75.30","77.30","68.90","60.40","52.00","43.50","40.80","38.00","35.30","32.50","24.40","16.20","8.10","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.0","0.0","0.0","0.0"
"2014","SM","1400","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","10.15","10.81","11.46","12.12","12.78","13.43","14.09","14.74","15.40","16.33","17.27","18.20","19.13","20.07","21.00","22.98","24.95","26.93","28.90","32.58","36.26","39.94","43.62","47.30","41.86","36.41","30.97","25.53","20.09","14.64","9.20","8.05","6.90","5.75","4.60","3.45","2.30","1.15","0.00","0.00","0.00","0.00","0.0","0.0","0.0","0.0"
"2014","SM","2200","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","25.75","27.73","29.70","31.68","33.65","35.63","37.60","39.58","41.55","39.85","38.15","36.46","34.76","33.06","31.36","31.92","32.48","33.04","33.60","30.08","26.56","23.04","19.52","16.00","13.71","11.43","9.14","6.86","4.57","2.29","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.0","0.0","0.0","0.0"
"2014","RMS","1400","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","29.56","32.86","36.15","39.44","42.73","46.02","49.32","52.61","55.90","57.30","58.70","60.10","61.50","62.90","64.30","66.70","69.10","71.50","73.90","66.72","59.54","52.36","45.18","38.00","32.57","27.14","21.71","16.29","10.86","5.43","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.0","0.0","0.0","0.0"
"2014","RMP","1400","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","24.75","26.36","27.97","29.58","31.19","32.80","34.41","36.02","37.63","38.97","40.31","41.66","43.00","44.34","45.69","52.27","58.84","65.42","72.00","66.85","61.70","56.55","51.40","46.25","39.64","33.04","26.43","19.82","13.21","6.61","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.0","0.0","0.0","0.0"
"2014","WA","1400","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","7.75","10.54","13.34","16.13","18.93","21.72","24.51","27.31","30.10","36.46","42.82","49.18","55.53","61.89","68.25","67.76","67.28","66.79","66.30","58.08","49.86","41.64","33.42","25.20","21.60","18.00","14.40","10.80","7.20","3.60","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.0","0.0","0.0","0.0"
"2014","YB","2600","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","34.06","32.92","31.78","30.65","29.51","28.37","27.23","26.09","24.95","20.96","16.97","12.98","8.98","4.99","1.00","0.75","0.50","0.25","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.0","0.0","0.0","0.0"
"2014","YB","1400","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","32.25","29.68","27.10","24.53","21.95","19.38","16.80","14.23","11.65","12.48","13.30","14.13","14.95","15.78","16.60","20.91","25.23","29.54","33.85","41.08","48.31","55.54","62.77","70.00","60.00","50.00","40.00","30.00","20.00","10.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.0","0.0","0.0","0.0"
"2014","YB","2200","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","18.56","19.16","19.75","20.34","20.93","21.52","22.12","22.71","23.30","21.21","19.12","17.03","14.93","12.84","10.75","12.06","13.38","14.69","16.00","15.60","15.20","14.80","14.40","14.00","12.00","10.00","8.00","6.00","4.00","2.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.0","0.0","0.0","0.0"
"2014","WB","2600","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","18.06","21.84","25.62","29.39","33.17","36.95","40.73","44.50","48.28","40.90","33.52","26.14","18.76","11.38","4.00","3.00","2.00","1.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.0","0.0","0.0","0.0"
"2015","SM","1400","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","8.55","9.13","9.84","10.55","11.40","11.66","11.94","12.21","12.48","12.75","13.02","13.30","13.63","13.94","14.25","16.77","19.30","21.85","26.46","31.09","35.72","40.35","45.00","48.60","52.20","55.80","56.76","57.72","58.68","59.64","60.60","55.64","50.70","45.76","40.82","35.87","30.93","26.00","21.20","16.40","11.60","6.80","2.00","1.5","1.0","0.5","0.0"
"2015","SM","2200","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","17.60","19.70","21.80","23.90","26.00","27.88","29.77","31.65","33.54","35.43","37.31","39.20","39.23","39.24","39.25","42.49","45.82","49.25","52.40","55.55","58.70","61.85","65.00","61.00","57.00","53.00","44.00","35.00","26.00","17.00","8.00","6.84","5.70","4.56","3.42","2.27","1.13","0.00","0.00","0.00","0.00","0.00","0.00","0.0","0.0","0.0","0.0"
"2015","RMS","1400","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","38.65","43.14","47.58","52.01","56.40","59.05","61.70","64.35","67.00","69.65","72.30","74.95","74.71","74.38","73.95","74.23","74.49","74.75","74.05","73.35","72.65","71.95","71.25","61.81","52.39","43.00","37.60","32.20","26.80","21.40","16.00","13.72","11.43","9.15","6.86","4.58","2.29","0.00","0.00","0.00","0.00","0.00","0.00","0.0","0.0","0.0","0.0"
"2015","RMP","1400","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","31.44","32.30","33.14","33.98","34.81","36.66","38.49","40.32","42.15","43.98","45.81","47.63","46.26","44.91","43.56","43.74","43.91","44.06","46.96","49.86","52.76","55.66","58.56","59.44","60.34","61.25","55.80","50.30","44.80","39.30","33.75","28.99","24.17","19.34","14.52","9.70","4.88","0.00","0.00","0.00","0.00","0.00","0.00","0.0","0.0","0.0","0.0"
"2015","WA","1400","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","14.85","17.35","19.85","22.35","24.85","26.25","27.65","29.05","30.45","31.85","33.25","34.65","33.90","33.15","32.40","37.40","42.40","47.40","48.62","49.84","51.06","52.28","53.50","48.59","43.71","38.85","31.10","23.33","15.56","7.79","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.0","0.0","0.0","0.0"
"2015","WB","2600","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","48.75","47.95","47.15","46.35","45.55","43.75","41.95","40.15","38.35","36.55","34.75","32.95","30.60","28.25","25.90","33.64","41.42","49.25","41.60","33.95","26.30","18.65","11.00","8.00","5.00","2.00","1.60","1.20","0.80","0.40","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.0","0.0","0.0","0.0"
"2015","YB","1400","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","7.40","8.35","9.30","10.25","11.20","12.53","13.86","15.19","16.52","17.85","19.18","20.50","20.52","20.56","20.60","23.40","26.20","29.00","34.62","40.28","45.94","51.60","57.30","62.84","68.41","74.00","60.60","47.20","33.80","20.40","7.00","6.00","5.00","4.00","3.00","2.00","1.00","0.00","0.00","0.00","0.00","0.00","0.00","0.0","0.0","0.0","0.0"
"2015","YB","2200","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","12.55","14.43","16.30","18.18","20.05","21.48","22.91","24.34","25.77","27.20","28.63","30.05","30.53","30.99","31.45","35.16","38.88","42.60","46.66","50.74","54.82","58.90","63.00","50.73","38.40","26.00","20.80","15.60","10.40","5.20","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.0","0.0","0.0","0.0"
"2015","YB","2600","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","16.20","17.90","19.60","21.30","23.00","25.77","28.53","31.30","34.06","36.82","39.59","42.35","42.83","43.29","43.75","47.35","50.95","54.55","53.44","52.33","51.22","50.11","49.00","44.27","39.60","35.00","28.00","21.00","14.00","7.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.0","0.0","0.0","0.0"
"2016","SM","1400","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","4.00","4.12","4.26","4.39","4.52","4.66","4.80","4.80","4.80","4.80","6.90","9.00","11.10","13.20","15.30","17.40","19.50","21.60","23.86","26.12","28.38","30.64","32.90","36.59","40.26","43.93","47.60","51.25","50.50","49.75","49.00","48.25","47.50","46.75","46.00","40.88","35.77","30.66","25.55","20.44","15.33","10.21","5.10","0.0","0.0","0.0","0.0"
"2016","SM","2200","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","6.90","7.82","8.75","9.68","10.60","11.53","12.45","12.72","13.01","13.30","17.10","20.90","24.70","28.50","32.30","36.10","39.90","47.02","53.36","59.70","66.04","72.38","77.95","78.17","78.39","78.61","78.83","79.05","67.74","56.45","45.16","33.87","22.57","11.28","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.0","0.0","0.0","0.0"
"2016","RMS","1400","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","28.20","30.77","33.36","35.94","38.52","41.11","43.70","44.65","45.60","46.55","50.03","53.52","57.00","60.49","63.97","67.46","70.95","71.87","72.79","73.71","74.62","75.54","76.45","74.57","72.69","70.81","68.93","67.05","57.45","47.87","38.29","28.71","19.13","9.56","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.0","0.0","0.0","0.0"
"2016","RMP","1400","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","21.19","23.51","25.83","28.16","30.48","32.80","35.13","38.28","41.45","44.63","46.65","48.62","50.60","52.58","54.55","56.53","58.50","60.44","60.89","61.34","61.79","62.24","62.69","67.66","72.64","77.63","82.62","87.63","75.32","62.98","50.64","38.30","25.96","13.62","1.25","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.0","0.0","0.0","0.0"
"2016","WA","1400","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","5.40","6.60","7.81","9.02","10.22","11.43","12.65","15.83","18.99","22.15","28.33","34.48","40.64","46.80","52.95","59.11","65.26","71.40","70.68","69.96","69.24","68.52","67.80","64.48","61.12","57.76","54.40","51.00","43.68","36.39","29.10","21.82","14.53","7.25","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.0","0.0","0.0","0.0"
"2016","WB","2600","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","30.50","31.10","31.69","32.28","32.88","33.47","34.05","34.67","35.31","35.95","34.42","32.88","31.35","29.81","28.28","26.74","25.20","21.70","18.20","14.70","11.20","7.70","4.20","3.92","3.66","3.39","3.12","2.86","2.59","2.32","2.06","1.79","1.52","1.26","1.00","0.89","0.78","0.67","0.56","0.45","0.34","0.23","0.11","0.0","0.0","0.0","0.0"
"2016","YB","1400","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","10.80","11.50","12.21","12.92","13.62","14.33","15.05","17.55","20.05","22.55","23.70","24.87","26.04","27.21","28.38","29.55","30.72","31.90","32.29","32.68","33.07","33.46","33.85","41.69","49.56","57.43","65.30","73.20","63.73","54.27","44.81","35.36","25.90","16.44","7.00","6.22","5.44","4.66","3.88","3.11","2.33","1.55","0.77","0.0","0.0","0.0","0.0"
"2016","YB","2200","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","22.25","22.17","22.11","22.04","21.97","21.91","21.85","21.15","20.45","19.75","23.46","27.18","30.91","34.63","38.35","42.07","45.80","45.82","45.86","45.89","45.92","45.96","46.00","40.60","35.20","29.80","24.40","19.00","16.28","13.57","10.86","8.14","5.43","2.71","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.0","0.0","0.0","0.0"
"2016","YB","2600","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","12.00","12.73","13.45","14.18","14.90","15.63","16.35","16.53","16.69","16.85","24.08","31.37","38.65","45.94","53.22","60.51","67.85","61.57","55.26","48.95","42.64","36.33","30.00","24.20","18.40","12.60","6.80","1.00","0.84","0.70","0.56","0.42","0.27","0.13","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.0","0.0","0.0","0.0"
"2017","SM","1400","0.00","0.00","0.00","0.00","0.00","5.00","4.95","4.90","4.85","4.80","4.75","4.70","4.65","4.60","4.55","4.50","4.45","4.94","5.42","5.90","6.38","6.86","7.34","7.82","8.30","8.79","9.27","9.75","10.23","10.70","13.99","17.27","20.55","23.83","27.11","30.39","33.67","36.95","36.14","35.32","34.49","33.67","32.85","32.03","31.20","29.82","28.43","27.05","25.67","24.28","22.90","19.64","16.37","13.09","9.82","6.55","3.28","0.00","0.00","0.00","0.00","0.0","","",""
"2017","SM","2200","0.00","0.00","0.00","0.00","0.00","5.00","7.27","9.54","11.81","14.08","16.35","18.61","20.88","23.15","25.42","27.69","29.95","29.24","28.52","27.80","27.09","26.37","25.65","24.94","24.22","23.50","23.66","23.83","23.99","24.15","25.04","25.93","26.81","27.70","28.59","29.48","30.36","31.25","28.34","25.42","22.49","19.57","16.65","13.73","10.80","9.00","7.20","5.40","3.60","1.80","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.0","","",""
"2017","RMP","1400","0.00","0.00","0.00","0.00","0.00","5.00","7.57","10.15","12.72","15.29","17.86","20.44","23.01","25.58","28.16","30.73","33.30","34.87","36.44","38.01","39.58","41.15","42.72","44.28","45.85","47.42","48.99","50.56","52.13","53.70","55.18","56.65","58.12","59.59","61.06","62.53","64.00","65.45","62.94","60.45","57.96","55.47","52.97","50.48","48.00","42.53","36.86","31.19","25.53","19.86","14.00","12.00","10.00","8.00","6.00","4.00","2.00","0.00","0.00","0.00","0.00","0.0","","",""
"2017","RMS","1400","0.00","0.00","0.00","0.00","0.00","5.00","6.15","7.30","8.46","9.61","10.76","11.92","13.07","14.22","15.38","16.53","17.69","19.73","21.72","23.70","25.69","27.67","29.66","31.65","33.63","35.62","37.60","39.59","41.58","43.50","44.34","45.19","46.03","46.87","47.72","48.56","49.41","50.25","51.50","52.75","54.00","55.25","56.50","57.75","59.00","55.00","51.00","47.00","43.00","39.00","35.00","30.00","25.00","20.00","15.00","10.00","5.00","0.00","0.00","0.00","0.00","0.0","","",""
"2017","WA","1400","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","6.30","6.51","6.73","6.95","7.17","7.39","7.61","7.83","8.05","8.26","8.48","8.70","8.92","9.15","11.56","13.96","16.37","18.77","21.18","23.59","25.99","28.40","30.81","33.23","35.66","38.08","40.50","42.92","45.35","40.13","34.90","29.68","24.45","19.22","14.00","12.00","10.00","8.00","6.00","4.00","2.00","0.00","0.00","0.00","0.00","0.0","","",""
"2017","WB","2600","0.00","0.00","0.00","0.00","0.00","13.55","14.63","15.70","16.78","17.86","18.94","20.01","21.09","22.17","23.24","24.32","25.40","24.64","23.89","23.13","22.38","21.62","20.87","20.11","19.36","18.60","15.69","12.78","9.86","6.95","6.66","6.36","6.07","5.78","5.48","5.19","4.89","4.60","3.96","3.30","2.64","1.98","1.33","0.67","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.0","","",""
"2017","YB","1400","0.00","0.00","0.00","0.00","0.00","4.80","5.03","5.26","5.49","5.72","5.95","6.19","6.42","6.65","6.88","7.11","7.35","7.26","7.17","7.08","6.98","6.89","6.80","6.71","6.61","6.52","6.43","6.34","6.24","6.15","8.76","11.36","13.97","16.57","19.18","21.79","24.39","27.00","28.86","30.71","32.57","34.43","36.28","38.14","40.00","37.00","34.00","31.00","28.00","25.00","22.00","18.86","15.71","12.57","9.43","6.29","3.14","0.00","0.00","0.00","0.00","0.0","","",""
"2017","YB","2200","0.00","0.00","0.00","0.00","0.00","8.50","8.45","8.41","8.36","8.32","8.27","8.23","8.18","8.14","8.09","8.05","8.00","9.09","10.18","11.27","12.36","13.44","14.53","15.62","16.71","17.80","18.33","18.85","19.38","19.90","20.88","21.86","22.84","23.82","24.81","25.79","26.77","27.75","23.78","19.82","15.85","11.89","7.92","3.96","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.0","","",""
"2017","YB","2600","0.00","0.00","0.00","0.00","0.00","13.35","13.35","13.36","13.36","13.37","13.37","13.38","13.38","13.39","13.39","13.40","13.40","14.37","15.34","16.32","17.29","18.26","19.23","20.21","21.18","22.15","22.04","21.93","21.81","21.70","24.99","28.28","31.56","34.85","38.14","41.43","44.71","48.00","41.14","34.29","27.43","20.57","13.72","6.86","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.0","","",""
"2018","SM","1400","0.00","0.00","3.80","4.27","4.76","5.24","5.72","6.20","6.70","7.05","7.40","7.76","8.12","8.47","8.83","9.20","9.53","9.84","10.16","10.48","10.79","11.11","11.43","11.74","12.05","13.88","15.73","17.57","19.42","21.26","23.10","24.95","26.79","28.65","31.25","33.85","36.45","39.05","41.65","44.25","42.42","40.62","38.81","37.01","35.20","33.40","31.59","29.79","27.98","26.20","22.92","19.65","16.37","13.10","9.82","6.55","3.27","0.00","","","","","","",""
"2018","SM","2200","0.00","0.00","4.90","6.10","7.30","8.49","9.68","10.87","12.05","14.85","17.64","20.44","23.23","26.02","28.81","31.60","31.77","31.92","32.08","32.23","32.39","32.55","32.70","32.86","33.00","35.99","38.97","41.95","44.93","47.91","50.88","53.85","48.25","42.64","37.04","31.43","25.82","20.22","14.61","9.00","7.72","6.43","5.15","3.86","2.58","1.29","0.00","","","","","","","","","","","","","","","","","",""
